"","Trials.thisN","condition","blurr_confirm.rt","Press","Whenpress","Curiosity.response","Confidence.response","Surprise.response","ParticipantID","normal_confidence","normal_curiosity","normal_surprise"
"12810",10,1,0,0,0,6,5,5,52,-1.18908296975571,2.76885591292921,0.961833776827346
"1553",13,1,0.733652399998,1,6,3,8,6,52,0.374483922293194,0.117823655869328,1.46124746864155
"1624",14,1,0.483615699981,1,14,6,8,6,52,0.374483922293194,2.76885591292921,1.46124746864155
"1771",15,1,0.900358199986,1,12,4,9,1,52,0.895672886309495,1.00150107488929,-1.03582099042945
"1904",16,1,0.367078200012,1,13,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"2049",17,1,0.233645200002,1,14,4,8,3,52,0.374483922293194,1.00150107488929,-0.0369936068010517
"2192",18,1,0.666965299984,1,2,3,8,5,52,0.374483922293194,0.117823655869328,0.961833776827346
"2354",20,1,0,0,0,4,3,6,52,-2.23146089778831,1.00150107488929,1.46124746864155
"2883",26,1,0.0503195000056,1,15,3,9,3,52,0.895672886309495,0.117823655869328,-0.0369936068010517
"3045",27,1,0,0,0,4,4,6,52,-1.71027193377201,1.00150107488929,1.46124746864155
"3207",28,1,0.300287099992,1,7,3,8,3,52,0.374483922293194,0.117823655869328,-0.0369936068010517
"3281",29,1,0.366942199995,1,7,3,10,1,52,1.4168618503258,0.117823655869328,-1.03582099042945
"3366",30,8,0.483656099997,1,5,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"3422",31,1,0.100302200008,1,12,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"3552",32,1,0,0,0,5,4,6,52,-1.71027193377201,1.88517849390925,1.46124746864155
"3854",34,1,0,0,0,6,3,6,52,-2.23146089778831,2.76885591292921,1.46124746864155
"4015",35,1,0.550361900008,1,12,5,6,6,52,-0.667894005739408,1.88517849390925,1.46124746864155
"4141",36,1,0.433653200016,1,15,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"4411",38,1,0.350325999985,1,13,3,8,2,52,0.374483922293194,0.117823655869328,-0.536407298615251
"4652",40,1,0.20031439999,1,6,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"4722",41,1,0.566972400004,1,14,3,8,1,52,0.374483922293194,0.117823655869328,-1.03582099042945
"4874",42,1,0.517044000007,1,8,3,9,6,52,0.895672886309495,0.117823655869328,1.46124746864155
"4962",43,1,0.166972199979,1,14,3,10,1,52,1.4168618503258,0.117823655869328,-1.03582099042945
"5114",44,1,0.33365320001,1,10,1,9,6,52,0.895672886309495,-1.6495311821706,1.46124746864155
"5374",47,4,0.116919699998,1,2,1,10,1,52,1.4168618503258,-1.6495311821706,-1.03582099042945
"5403",48,1,0,0,0,6,3,6,52,-2.23146089778831,2.76885591292921,1.46124746864155
"5643",50,1,0.0336382000241,1,2,2,8,3,52,0.374483922293194,-0.765853763150633,-0.0369936068010517
"5674",51,1,0.300283799996,1,8,3,7,5,52,-0.146705041723107,0.117823655869328,0.961833776827346
"5763",52,1,0.3169604,1,12,3,7,1,52,-0.146705041723107,0.117823655869328,-1.03582099042945
"5894",53,1,0.817054499988,1,13,2,8,1,52,0.374483922293194,-0.765853763150633,-1.03582099042945
"6032",54,1,0.583650399989,1,14,2,8,1,52,0.374483922293194,-0.765853763150633,-1.03582099042945
"6182",55,1,0.533690500015,1,2,2,9,6,52,0.895672886309495,-0.765853763150633,1.46124746864155
"6213",56,1,0.566977200011,1,15,3,7,6,52,-0.146705041723107,0.117823655869328,1.46124746864155
"6371",57,1,0,0,0,4,6,4,52,-0.667894005739408,1.00150107488929,0.462420085013147
"653",58,1,0.433626500017,1,10,3,9,1,52,0.895672886309495,0.117823655869328,-1.03582099042945
"6644",59,1,0.333667500003,1,6,3,9,5,52,0.895672886309495,0.117823655869328,0.961833776827346
"6712",60,1,0,0,0,4,4,6,52,-1.71027193377201,1.00150107488929,1.46124746864155
"6874",61,1,0.416985599993,1,3,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"6963",63,1,0.550371499994,1,12,4,6,6,52,-0.667894005739408,1.00150107488929,1.46124746864155
"7092",64,1,0,0,0,5,4,6,52,-1.71027193377201,1.88517849390925,1.46124746864155
"7252",65,1,0.717018299998,1,12,2,8,1,52,0.374483922293194,-0.765853763150633,-1.03582099042945
"7383",66,1,0,0,0,4,7,2,52,-0.146705041723107,1.00150107488929,-0.536407298615251
"7545",67,1,0,0,0,4,6,4,52,-0.667894005739408,1.00150107488929,0.462420085013147
"7703",68,9,0.100365499995,1,2,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"7734",69,1,0.300338299974,1,9,2,8,2,52,0.374483922293194,-0.765853763150633,-0.536407298615251
"7836",70,1,0.366962100001,1,12,2,7,1,52,-0.146705041723107,-0.765853763150633,-1.03582099042945
"7962",71,4,0.0336259999895,1,2,2,8,1,52,0.374483922293194,-0.765853763150633,-1.03582099042945
"7992",72,1,0.833689699997,1,9,2,8,2,52,0.374483922293194,-0.765853763150633,-0.536407298615251
"8093",73,10,0.667069499992,1,2,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"8123",74,1,0.333585299988,1,11,3,8,5,52,0.374483922293194,0.117823655869328,0.961833776827346
"8242",75,1,0,0,0,4,4,6,52,-1.71027193377201,1.00150107488929,1.46124746864155
"8401",76,1,0.250410900015,1,11,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"8526",77,1,0,0,0,3,7,2,52,-0.146705041723107,0.117823655869328,-0.536407298615251
"8682",78,1,0.483638299978,1,10,3,9,1,52,0.895672886309495,0.117823655869328,-1.03582099042945
"8793",79,1,0.733674299991,1,14,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"8941",80,1,0,0,0,3,4,1,52,-1.71027193377201,0.117823655869328,-1.03582099042945
"9105",81,1,0.266950599995,1,10,3,8,5,52,0.374483922293194,0.117823655869328,0.961833776827346
"9211",82,1,0.250316799997,1,13,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"9404",84,1,0.817018600006,1,11,2,8,3,52,0.374483922293194,-0.765853763150633,-0.0369936068010517
"9614",86,1,0,0,0,3,8,2,52,0.374483922293194,0.117823655869328,-0.536407298615251
"9772",87,1,0.767011799995,1,9,2,8,6,52,0.374483922293194,-0.765853763150633,1.46124746864155
"9876",88,1,0.0502938999853,1,6,3,8,1,52,0.374483922293194,0.117823655869328,-1.03582099042945
"9942",89,1,0.833648,1,10,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"10053",90,1,0,0,0,4,4,5,52,-1.71027193377201,1.00150107488929,0.961833776827346
"10212",91,1,0.550322200026,1,12,2,8,5,52,0.374483922293194,-0.765853763150633,0.961833776827346
"10423",93,1,0.4503081,1,11,4,7,6,52,-0.146705041723107,1.00150107488929,1.46124746864155
"10543",94,8,0.70033979998,1,3,4,7,4,52,-0.146705041723107,1.00150107488929,0.462420085013147
"10581",95,1,0,0,0,4,4,2,52,-1.71027193377201,1.00150107488929,-0.536407298615251
"10865",97,1,0.116991799994,1,10,2,8,2,52,0.374483922293194,-0.765853763150633,-0.536407298615251
"10971",98,1,0.917002000002,1,9,2,7,4,52,-0.146705041723107,-0.765853763150633,0.462420085013147
"11163",100,7,0.0503122000082,1,3,2,6,1,52,-0.667894005739408,-0.765853763150633,-1.03582099042945
"11503",104,1,0.733650800015,1,14,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"11773",106,1,0.550389200012,1,11,2,8,1,52,0.374483922293194,-0.765853763150633,-1.03582099042945
"11971",108,1,0.0336256999872,1,11,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"12092",109,1,0.667012899998,1,12,3,7,1,52,-0.146705041723107,0.117823655869328,-1.03582099042945
"12223",110,1,0.950245399988,1,2,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"12251",111,3,0.733691000001,1,3,3,8,4,52,0.374483922293194,0.117823655869328,0.462420085013147
"12351",113,1,0,0,0,4,4,5,52,-1.71027193377201,1.00150107488929,0.961833776827346
"12512",114,1,0.1669482,1,15,1,9,1,52,0.895672886309495,-1.6495311821706,-1.03582099042945
"12671",115,1,0.333708600025,1,2,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"12703",116,1,0.700327900006,1,9,3,9,5,52,0.895672886309495,0.117823655869328,0.961833776827346
"12803",117,1,0.733596000005,1,1,1,9,1,52,0.895672886309495,-1.6495311821706,-1.03582099042945
"12822",118,9,0.300301700016,1,2,2,9,5,52,0.895672886309495,-0.765853763150633,0.961833776827346
"13001",121,1,0,0,0,4,4,5,52,-1.71027193377201,1.00150107488929,0.961833776827346
"13265",123,1,0,0,0,4,4,2,52,-1.71027193377201,1.00150107488929,-0.536407298615251
"13736",127,1,0,0,0,5,4,6,52,-1.71027193377201,1.88517849390925,1.46124746864155
"13892",128,1,0.333640900004,1,12,3,9,2,52,0.895672886309495,0.117823655869328,-0.536407298615251
"14112",130,10,0.616974700009,1,6,2,8,6,52,0.374483922293194,-0.765853763150633,1.46124746864155
"14181",131,1,0.85032930001,1,1,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"14201",132,1,0.350297799974,1,6,2,8,1,52,0.374483922293194,-0.765853763150633,-1.03582099042945
"14271",133,1,0.417043400026,1,13,3,6,6,52,-0.667894005739408,0.117823655869328,1.46124746864155
"14411",134,1,0.700364199991,1,13,2,9,1,52,0.895672886309495,-0.765853763150633,-1.03582099042945
"7610",1,1,0.816999800008,1,11,3,5,3,53,-0.275324376521942,0,0.122541401022164
"8810",2,1,0.567023799988,1,6,4,4,5,53,-0.758035945748724,0.877561930879374,1.39508671932925
"9514",3,1,0.083699299983,1,10,3,6,2,53,0.20738719270484,0,-0.51373125813138
"10610",4,1,0.917007199983,1,9,4,5,4,53,-0.275324376521942,0.877561930879374,0.758814060175708
"11614",5,7,0.416996499989,1,3,1,3,2,53,-1.24074751497551,-1.75512386175875,-0.51373125813138
"1206",6,10,0.850324400002,1,10,4,4,5,53,-0.758035945748724,0.877561930879374,1.39508671932925
"13110",7,1,0.716987699998,1,8,5,4,5,53,-0.758035945748724,1.75512386175875,1.39508671932925
"1409",8,9,0.917022199981,1,6,3,5,2,53,-0.275324376521942,0,-0.51373125813138
"1478",9,1,0.900428399997,1,9,3,6,5,53,0.20738719270484,0,1.39508671932925
"1575",10,1,0.366964300018,1,5,2,6,2,53,0.20738719270484,-0.877561930879374,-0.51373125813138
"1633",11,1,0,0,0,1,3,2,53,-1.24074751497551,-1.75512386175875,-0.51373125813138
"1924",13,1,0.750466199999,1,15,2,8,2,53,1.1728103311584,-0.877561930879374,-0.51373125813138
"2081",14,1,0.883708600013,1,12,4,4,2,53,-0.758035945748724,0.877561930879374,-0.51373125813138
"2212",15,1,0.78362240002,1,6,2,8,2,53,1.1728103311584,-0.877561930879374,-0.51373125813138
"2283",16,1,0.450287099986,1,3,2,8,1,53,1.1728103311584,-0.877561930879374,-1.15000391728492
"2321",17,1,0.7337291,1,15,4,3,6,53,-1.24074751497551,0.877561930879374,2.0313593784828
"2692",20,1,0.950337599992,1,13,3,6,4,53,0.20738719270484,0,0.758814060175708
"2831",21,1,0.733716499992,1,11,3,6,4,53,0.20738719270484,0,0.758814060175708
"2951",22,1,0.250274399994,1,15,4,3,5,53,-1.24074751497551,0.877561930879374,1.39508671932925
"3111",23,7,0.600378600007,1,5,2,7,5,53,0.690098761931621,-0.877561930879374,1.39508671932925
"3174",24,1,0.233619000006,1,9,2,7,1,53,0.690098761931621,-0.877561930879374,-1.15000391728492
"3272",25,1,0.55021429999,1,7,3,4,5,53,-0.758035945748724,0,1.39508671932925
"3353",26,1,0.31695909999,1,13,4,3,5,53,-1.24074751497551,0.877561930879374,1.39508671932925
"3553",28,1,0.70032470001,1,6,4,4,2,53,-0.758035945748724,0.877561930879374,-0.51373125813138
"3625",29,1,0.816940699995,1,6,4,8,5,53,1.1728103311584,0.877561930879374,1.39508671932925
"3691",30,1,0.416970099992,1,14,3,3,1,53,-1.24074751497551,0,-1.15000391728492
"3942",32,1,0.833659000025,1,10,5,7,3,53,0.690098761931621,1.75512386175875,0.122541401022164
"4052",33,1,0.100301900005,1,10,3,8,2,53,1.1728103311584,0,-0.51373125813138
"4162",34,1,0.850291499984,1,14,3,8,2,53,1.1728103311584,0,-0.51373125813138
"4313",35,1,0.783713700017,1,5,2,3,2,53,-1.24074751497551,-0.877561930879374,-0.51373125813138
"4372",36,1,0.183600199991,1,14,2,8,1,53,1.1728103311584,-0.877561930879374,-1.15000391728492
"452",37,1,0.883695500001,1,10,3,7,2,53,0.690098761931621,0,-0.51373125813138
"4633",38,1,0.683641599986,1,5,3,8,5,53,1.1728103311584,0,1.39508671932925
"4693",39,1,0.2003042,1,4,1,8,1,53,1.1728103311584,-1.75512386175875,-1.15000391728492
"4831",41,1,0,0,0,1,1,3,53,-2.20617065342907,-1.75512386175875,0.122541401022164
"4993",42,1,0.866991600022,1,4,4,7,2,53,0.690098761931621,0.877561930879374,-0.51373125813138
"5041",43,1,0.833653500013,1,4,5,9,4,53,1.65552190038518,1.75512386175875,0.758814060175708
"5212",45,1,0.850336000003,1,8,2,8,1,53,1.1728103311584,-0.877561930879374,-1.15000391728492
"5305",46,1,0.466981999984,1,6,4,8,2,53,1.1728103311584,0.877561930879374,-0.51373125813138
"5375",47,9,0.183643900004,1,8,4,6,2,53,0.20738719270484,0.877561930879374,-0.51373125813138
"5554",49,1,0.700321799988,1,10,4,6,2,53,0.20738719270484,0.877561930879374,-0.51373125813138
"5664",50,6,0.800350300007,1,5,3,8,2,53,1.1728103311584,0,-0.51373125813138
"5723",51,1,0.916979900008,1,8,5,6,5,53,0.20738719270484,1.75512386175875,1.39508671932925
"5811",52,1,0.816997799993,1,9,4,4,5,53,-0.758035945748724,0.877561930879374,1.39508671932925
"5971",54,1,0.933661899995,1,6,4,3,5,53,-1.24074751497551,0.877561930879374,1.39508671932925
"6045",55,1,0.0502835999941,1,5,4,7,6,53,0.690098761931621,0.877561930879374,2.0313593784828
"6103",56,1,0.650343000016,1,14,4,4,3,53,-0.758035945748724,0.877561930879374,0.122541401022164
"6253",57,1,0.0836532000103,1,8,4,7,1,53,0.690098761931621,0.877561930879374,-1.15000391728492
"6342",58,1,0.750357099983,1,6,2,7,2,53,0.690098761931621,-0.877561930879374,-0.51373125813138
"6414",59,1,0.066956900002,1,9,3,8,1,53,1.1728103311584,0,-1.15000391728492
"6511",60,1,0.316755399981,1,9,4,9,2,53,1.65552190038518,0.877561930879374,-0.51373125813138
"6614",61,4,0.500312999997,1,4,1,3,1,53,-1.24074751497551,-1.75512386175875,-1.15000391728492
"6661",62,8,0.883668399998,1,2,1,3,4,53,-1.24074751497551,-1.75512386175875,0.758814060175708
"6691",63,1,0.550207599998,1,3,2,3,6,53,-1.24074751497551,-0.877561930879374,2.0313593784828
"6734",64,1,0.366976699996,1,8,2,6,2,53,0.20738719270484,-0.877561930879374,-0.51373125813138
"6823",65,1,0.483651899995,1,1,1,2,1,53,-1.72345908420229,-1.75512386175875,-1.15000391728492
"6841",66,8,0.46702869999,1,2,2,3,2,53,-1.24074751497551,-0.877561930879374,-0.51373125813138
"6875",67,1,0.850339199998,1,2,3,8,1,53,1.1728103311584,0,-1.15000391728492
"6972",69,1,0.416951099993,1,2,3,9,1,53,1.65552190038518,0,-1.15000391728492
"7006",70,1,0.450376699999,1,3,3,6,4,53,0.20738719270484,0,0.758814060175708
"7042",71,1,0.483667399996,1,3,3,6,1,53,0.20738719270484,0,-1.15000391728492
"7083",72,1,0.883665200003,1,2,2,7,1,53,0.690098761931621,-0.877561930879374,-1.15000391728492
"7113",73,1,0.733666399989,1,3,5,8,5,53,1.1728103311584,1.75512386175875,1.39508671932925
"7151",74,1,0.766978200001,1,6,5,4,4,53,-0.758035945748724,1.75512386175875,0.758814060175708
"7223",75,9,0.717006499995,1,3,4,6,4,53,0.20738719270484,0.877561930879374,0.758814060175708
"7264",76,1,0.616967500013,1,4,3,4,4,53,-0.758035945748724,0,0.758814060175708
"7372",78,10,0.867022899998,1,2,4,7,5,53,0.690098761931621,0.877561930879374,1.39508671932925
"7402",79,7,0.683643299999,1,2,2,6,5,53,0.20738719270484,-0.877561930879374,1.39508671932925
"7432",80,1,0.633686699992,1,2,2,8,1,53,1.1728103311584,-0.877561930879374,-1.15000391728492
"7466",81,3,0.266989800002,1,3,5,6,4,53,0.20738719270484,1.75512386175875,0.758814060175708
"7501",82,1,0.883617400017,1,8,4,8,5,53,1.1728103311584,0.877561930879374,1.39508671932925
"7595",83,1,0.433648000006,1,2,3,4,3,53,-0.758035945748724,0,0.122541401022164
"7627",84,1,0.4169674,1,3,3,4,3,53,-0.758035945748724,0,0.122541401022164
"7664",85,3,0.0502951999952,1,3,5,7,3,53,0.690098761931621,1.75512386175875,0.122541401022164
"7704",86,1,0.417109500006,1,4,3,7,1,53,0.690098761931621,0,-1.15000391728492
"7752",87,1,0.0169836000132,1,7,1,4,2,53,-0.758035945748724,-1.75512386175875,-0.51373125813138
"7837",88,10,0.166957300011,1,3,4,4,4,53,-0.758035945748724,0.877561930879374,0.758814060175708
"7911",90,1,0.20028640001,1,7,2,4,4,53,-0.758035945748724,-0.877561930879374,0.758814060175708
"7993",91,1,0.667001499998,1,3,5,4,4,53,-0.758035945748724,1.75512386175875,0.758814060175708
"8034",92,1,0.266975999984,1,7,3,8,4,53,1.1728103311584,0,0.758814060175708
"8114",93,7,0.566976400005,1,2,2,9,6,53,1.65552190038518,-0.877561930879374,2.0313593784828
"8145",94,10,0.833701199997,1,3,3,7,1,53,0.690098761931621,0,-1.15000391728492
"8182",95,1,0.783672099991,1,4,3,4,5,53,-0.758035945748724,0,1.39508671932925
"8233",96,8,0.750360900012,1,7,4,7,2,53,0.690098761931621,0.877561930879374,-0.51373125813138
"8312",97,1,0.517019499996,1,2,5,7,6,53,0.690098761931621,1.75512386175875,2.0313593784828
"8342",98,1,0.933694800013,1,3,4,7,5,53,0.690098761931621,0.877561930879374,1.39508671932925
"8382",99,4,0.60029609999,1,4,4,7,1,53,0.690098761931621,0.877561930879374,-1.15000391728492
"8431",100,5,0.333666599996,1,2,2,7,1,53,0.690098761931621,-0.877561930879374,-1.15000391728492
"8462",101,1,0.150362899993,1,5,3,8,1,53,1.1728103311584,0,-1.15000391728492
"8527",102,1,0.0336543000012,1,7,4,6,2,53,0.20738719270484,0.877561930879374,-0.51373125813138
"8752",105,1,0.666970699996,1,6,3,6,3,53,0.20738719270484,0,0.122541401022164
"8823",106,1,0.400326100003,1,4,3,6,3,53,0.20738719270484,0,0.122541401022164
"8874",107,1,0.533709099982,1,3,2,4,1,53,-0.758035945748724,-0.877561930879374,-1.15000391728492
"8953",109,1,0.266980600019,1,5,2,6,1,53,0.20738719270484,-0.877561930879374,-1.15000391728492
"9015",110,5,0.483696899988,1,2,1,6,1,53,0.20738719270484,-1.75512386175875,-1.15000391728492
"9042",111,1,0.066960199998,1,5,2,4,2,53,-0.758035945748724,-0.877561930879374,-0.51373125813138
"9106",112,1,0.883683199994,1,5,2,3,1,53,-1.24074751497551,-0.877561930879374,-1.15000391728492
"9241",114,2,0.717014299997,1,1,1,8,1,53,1.1728103311584,-1.75512386175875,-1.15000391728492
"9262",115,6,0.40030519999,1,3,4,7,2,53,0.690098761931621,0.877561930879374,-0.51373125813138
"9303",116,1,0.483690399997,1,3,3,5,3,53,-0.275324376521942,0,0.122541401022164
"9343",117,1,0.683674300002,1,2,3,7,2,53,0.690098761931621,0,-0.51373125813138
"9373",118,1,0.150369700015,1,2,4,9,1,53,1.65552190038518,0.877561930879374,-1.15000391728492
"9405",119,1,0.783773199975,1,1,1,8,1,53,1.1728103311584,-1.75512386175875,-1.15000391728492
"9424",120,3,0.900430000009,1,1,4,9,1,53,1.65552190038518,0.877561930879374,-1.15000391728492
"9444",121,1,0.000357799988706,1,3,1,10,5,53,2.13823346961197,-1.75512386175875,1.39508671932925
"9481",122,7,0.616999799997,1,7,4,4,2,53,-0.758035945748724,0.877561930879374,-0.51373125813138
"9563",123,1,0.850361099991,1,10,3,4,5,53,-0.758035945748724,0,1.39508671932925
"9671",124,1,0.4169903,1,7,3,7,2,53,0.690098761931621,0,-0.51373125813138
"9751",125,1,0.667024400027,1,7,5,3,2,53,-1.24074751497551,1.75512386175875,-0.51373125813138
"9832",126,1,0.0669839000038,1,9,2,7,2,53,0.690098761931621,-0.877561930879374,-0.51373125813138
"9934",127,1,0.733667199995,1,3,3,3,3,53,-1.24074751497551,0,0.122541401022164
"9976",128,1,0.383736499993,1,10,3,4,5,53,-0.758035945748724,0,1.39508671932925
"10083",129,8,0.0170174000086,1,7,3,6,4,53,0.20738719270484,0,0.758814060175708
"10163",130,1,0.333619300014,1,3,2,4,3,53,-0.758035945748724,-0.877561930879374,0.122541401022164
"10264",132,8,0.217001099983,1,6,3,3,2,53,-1.24074751497551,0,-0.51373125813138
"10332",133,1,0.583660400007,1,2,2,3,2,53,-1.24074751497551,-0.877561930879374,-0.51373125813138
"10361",134,1,0.417015899991,1,7,2,4,2,53,-0.758035945748724,-0.877561930879374,-0.51373125813138
"6013",0,1,0.650351499993,1,12,5,6,1,54,-1.25992503179255,1.91838377165951,-0.470080482822017
"731",1,1,0.0502566000214,1,3,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"7713",2,1,0.1502989,1,9,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"87",3,1,0.383806999977,1,7,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"9515",4,1,0.800377499982,1,11,3,6,3,54,-1.25992503179255,0.688066388409944,0.750320770658219
"10716",5,1,0,0,0,2,7,6,54,-0.803919993476208,0.0729076967851596,2.58092265087857
"12311",6,1,0.33363020001,1,11,2,9,6,54,0.108090083156465,0.0729076967851596,2.58092265087857
"13510",7,1,0,0,0,6,4,6,54,-2.17193510842522,2.5335424632843,2.58092265087857
"1634",9,1,0.883732699993,1,13,2,6,1,54,-1.25992503179255,0.0729076967851596,-0.470080482822017
"1884",11,5,0.0836132999975,1,3,1,10,6,54,0.564095121472802,-0.542250994839624,2.58092265087857
"1925",12,1,0.616987999994,1,15,2,9,6,54,0.108090083156465,0.0729076967851596,2.58092265087857
"2193",14,1,0,0,0,6,0,6,54,-3.99595526169057,2.5335424632843,2.58092265087857
"2355",15,1,0.650367199996,1,15,5,6,4,54,-1.25992503179255,1.91838377165951,1.36052139739834
"2512",16,1,0,0,0,6,0,6,54,-3.99595526169057,2.5335424632843,2.58092265087857
"2671",17,1,0.56703039998,1,15,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"2832",18,1,0,0,0,6,0,4,54,-3.99595526169057,2.5335424632843,1.36052139739834
"2994",19,1,0.150338499981,1,11,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"3112",20,1,0.050290299987,1,4,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"3164",21,1,0.133635700011,1,6,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"3233",22,1,0.700350400002,1,8,3,7,1,54,-0.803919993476208,0.688066388409944,-0.470080482822017
"3324",23,1,0.600318299985,1,12,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"356",25,1,0.0169542000222,1,4,2,8,1,54,-0.347914955159872,0.0729076967851596,-0.470080482822017
"3672",27,4,0.683682800009,1,3,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"3713",28,1,0.467016599985,1,15,6,4,6,54,-2.17193510842522,2.5335424632843,2.58092265087857
"392",30,1,0.217026600003,1,9,3,7,4,54,-0.803919993476208,0.688066388409944,1.36052139739834
"4122",32,1,0.0669463999802,1,8,2,10,1,54,0.564095121472802,0.0729076967851596,-0.470080482822017
"4213",33,1,0.083670299995,1,7,2,9,1,54,0.108090083156465,0.0729076967851596,-0.470080482822017
"4295",34,1,0.266965600022,1,11,2,8,6,54,-0.347914955159872,0.0729076967851596,2.58092265087857
"4463",36,1,0.283672999998,1,8,2,10,6,54,0.564095121472802,0.0729076967851596,2.58092265087857
"4554",37,1,0.800313499989,1,13,6,6,4,54,-1.25992503179255,2.5335424632843,1.36052139739834
"4772",39,1,0.917029000004,1,11,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"4891",40,1,0.233658299985,1,15,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"5183",42,1,0.133616199979,1,11,6,6,4,54,-1.25992503179255,2.5335424632843,1.36052139739834
"5306",43,1,0.833670499997,1,10,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"5415",44,1,0.150294399995,1,12,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"5543",45,1,0.450331300002,1,13,5,8,3,54,-0.347914955159872,1.91838377165951,0.750320770658219
"5682",46,1,0.683640999981,1,12,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"5902",48,1,0,0,0,4,7,1,54,-0.803919993476208,1.30322508003473,-0.470080482822017
"6064",49,1,0.0836167000234,1,12,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"6192",50,1,0,0,0,6,6,6,54,-1.25992503179255,2.5335424632843,2.58092265087857
"6354",51,1,0.000413199973991,1,14,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"6713",54,1,0.90032429999,1,13,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"6851",55,1,0,0,0,6,6,1,54,-1.25992503179255,2.5335424632843,-0.470080482822017
"7013",56,1,0,0,0,6,6,6,54,-1.25992503179255,2.5335424632843,2.58092265087857
"7392",59,1,0.333715199988,1,13,2,8,1,54,-0.347914955159872,0.0729076967851596,-0.470080482822017
"7534",60,4,0.316976900009,1,4,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"7925",65,1,0,0,0,3,6,1,54,-1.25992503179255,0.688066388409944,-0.470080482822017
"8082",66,5,0.733678599994,1,5,2,9,1,54,0.108090083156465,0.0729076967851596,-0.470080482822017
"8146",67,1,0.450356099987,1,8,1,9,1,54,0.108090083156465,-0.542250994839624,-0.470080482822017
"8234",68,1,0.717080800008,1,10,2,8,1,54,-0.347914955159872,0.0729076967851596,-0.470080482822017
"8432",70,1,0,0,0,6,4,6,54,-2.17193510842522,2.5335424632843,2.58092265087857
"8592",71,1,0.400314300001,1,8,2,8,1,54,-0.347914955159872,0.0729076967851596,-0.470080482822017
"8683",72,1,0,0,0,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"8842",73,1,0.800377200008,1,13,2,9,1,54,0.108090083156465,0.0729076967851596,-0.470080482822017
"9034",75,1,0.267030799994,1,12,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"9344",78,1,0.367029999994,1,2,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"9374",79,1,0.0669983999978,1,7,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"9516",81,1,0.766979200009,1,11,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"9631",82,1,0.483666000015,1,11,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"9752",83,1,0.783698100015,1,1,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"9844",85,1,0,0,0,2,7,1,54,-0.803919993476208,0.0729076967851596,-0.470080482822017
"10002",86,1,0.450309200009,1,2,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
"10035",87,1,0.0836010000203,1,10,1,10,1,54,0.564095121472802,-0.542250994839624,-0.470080482822017
